,obj_value,,
1360,6.010795116,,
1361,6.011696339,,
1362,6.010681152,,
1363,6.009842396,,
1364,6.013036728,,
1365,6.0153265,,
1366,6.016130447,,
1367,6.015572071,,
1368,6.019501686,,
1369,6.01889801,,
1370,6.019850731,,
1371,6.02004528,,
1372,6.021169662,,
1373,6.020873547,,
1374,6.021732807,,
1375,6.021734238,,
1376,6.021033764,,
1377,6.023068905,,
1378,6.022711277,,
1379,6.021811962,,
1380,6.02199316,,
1381,6.022485256,,
1382,6.022531509,,
1383,6.021999359,,
1384,6.023007393,,
1385,6.02371788,,
1386,6.023561001,,
1387,6.020580292,,
1388,6.019185543,,
1389,6.020906925,,
1390,6.021392822,,
1391,6.022055626,,
1392,6.022530079,,
1393,6.021756649,,
1394,6.022262573,,
1395,6.024119854,,
1396,6.025288582,,
1397,6.025845051,,
1398,6.028907776,,
1399,6.030026913,,
1400,6.029500484,,
1401,6.030083656,,
1402,6.031369209,,
1403,6.030950069,,
1404,6.032511711,,
1405,6.034673691,,
1406,6.034091473,,
1407,6.035242558,,
1408,6.034051895,,
1409,6.034558296,,
1410,6.034863472,,
1411,6.034229279,,
1412,6.034753799,,
1413,6.035524368,,
1414,6.035810471,,
1415,6.036484241,,
1416,6.03631115,,
1417,6.037591457,,
1418,6.037683487,,
1419,6.037735939,,
1420,6.037367821,,
1421,6.038198471,,
1422,6.037852287,,
1423,6.038637638,,
1424,6.039300442,,
1425,6.039874077,,
1426,6.038969517,,
1427,6.040947914,,
1428,6.041626453,,
1429,6.03812933,,
1430,6.038149834,,
1431,6.038152218,,
1432,6.038557053,,
1433,6.03789711,,
1434,6.037736416,,
1435,6.037604332,,
1436,6.037775517,,
1437,6.038260937,,
1438,6.038942814,,
1439,6.03880024,,
1440,6.039338589,,
1441,6.037905693,,
1442,6.038324833,,
1443,6.038633823,,
1444,6.03939867,,
1445,6.040516376,,
1446,6.041053772,,
1447,6.040626526,,
1448,6.0412817,,
1449,6.042081833,,
1450,6.042225361,,
1451,6.04191494,,
1452,6.04112339,,
1453,6.037780762,,
1454,6.038787842,,
1455,6.038417816,,
1456,6.039172173,,
1457,6.039143085,,
1458,6.039606094,,
1459,6.039802074,,
1460,6.040798187,,
1461,6.040952682,,
1462,6.042073727,,
1463,6.042078018,,
1464,6.042131901,,
1465,6.042075634,,
1466,6.042693615,,
1467,6.04394865,,
1468,6.044414997,,
1469,6.045073032,,
1470,6.043845177,,
1471,6.044864178,,
1472,6.045824528,,
1473,6.047902107,,
1474,6.048769951,,
1475,6.049067974,,
1476,6.049349308,,
1477,6.049883366,,
1478,6.048224449,,
1479,6.048102856,,
1480,6.048324585,,
1481,6.048520565,,
1482,6.049241543,,
1483,6.050398827,,
1484,6.050993443,,
1485,6.05066967,,
1486,6.050970078,,
1487,6.049147606,,
1488,6.049296379,,
1489,6.049958229,,
1490,6.049312115,,
1491,6.049666405,,
1492,6.049849033,,
1493,6.051174164,,
1494,6.052642345,,
1495,6.053308487,,
1496,6.05302906,,
1497,6.053150177,,
1498,6.053524494,,
1499,6.054513931,,
1500,6.056361675,,
1501,6.05833149,,
1502,6.057425976,,
1503,6.05866766,,
1504,6.058563232,,
1505,6.059099197,,
1506,6.061185837,,
1507,6.063175201,,
1508,6.064023495,,
1509,6.06424284,,
1510,6.064029694,,
1511,6.064381123,,
1512,6.063559532,,
1513,6.065170288,,
1514,6.065315247,,
1515,6.066422939,,
1516,6.067093849,,
1517,6.067867756,,
1518,6.070012093,,
1519,6.070336819,,
1520,6.071773529,,
1521,6.072971344,,
1522,6.073286057,,
1523,6.07334137,,
1524,6.073151588,,
1525,6.075284004,,
1526,6.076772213,,
1527,6.077105999,,
1528,6.077269554,,
1529,6.07855463,,
1530,6.078827381,,
1531,6.077828884,,
1532,6.077321053,,
1533,6.078264236,,
1534,6.078345299,,
1535,6.079143524,,
1536,6.078894615,,
1537,6.078980446,,
1538,6.079327106,,
1539,6.079177856,,
1540,6.07887125,,
1541,6.079383373,,
1542,6.080104828,,
1543,6.080589294,,
1544,6.081434727,,
1545,6.081656456,,
1546,6.082196236,,
1547,6.083046913,,
1548,6.083823681,,
1549,6.083707333,,
1550,6.084205627,,
1551,6.083153248,,
1552,6.08491993,,
1553,6.084553719,,
1554,6.084496975,,
1555,6.083852291,,
1556,6.082639217,,
1557,6.082331181,,
1558,6.083239079,,
1559,6.082529068,,
1560,6.082146645,,
1561,6.082772255,,
1562,6.08135128,,
1563,6.080383778,,
1564,6.080082893,,
1565,6.080021381,,
1566,6.079601765,,
1567,6.078653336,,
1568,6.079056263,,
1569,6.079702854,,
1570,6.080573082,,
1571,6.07998991,,
1572,6.082240105,,
1573,6.082642555,,
1574,6.083800793,,
1575,6.08459425,,
1576,6.088047028,,
1577,6.089676857,,
1578,6.089985847,,
1579,6.090604305,,
1580,6.091845512,,
1581,6.092237473,,
1582,6.091012001,,
1583,6.091558933,,
1584,6.093406677,,
1585,6.093070507,,
1586,6.092307091,,
1587,6.092358112,,
1588,6.092105389,,
1589,6.09150219,,
1590,6.091626167,,
1591,6.091007233,,
1592,6.089453697,,
1593,6.089675903,,
1594,6.091179371,,
1595,6.091834545,,
1596,6.094059467,,
1597,6.094995499,,
1598,6.09720993,,
1599,6.097679138,,
1600,6.097419739,,
1601,6.096583366,,
1602,6.096328259,,
1603,6.096385002,,
1604,6.097486973,,
1605,6.097831249,,
1606,6.097644329,,
1607,6.098094463,,
1608,6.097904205,,
1609,6.099876404,,
1610,6.099787712,,
1611,6.099358082,,
1612,6.099937916,,
1613,6.099836349,,
1614,6.100097179,,
1615,6.100037575,,
1616,6.100014687,,
1617,6.100544453,,
1618,6.100193977,,
1619,6.10025692,,
1620,6.100322723,,
1621,6.100917816,,
1622,6.100147247,,
1623,6.100434303,,
1624,6.100800991,,
1625,6.100728035,,
1626,6.100878716,,
1627,6.100471497,,
1628,6.101140976,,
1629,6.101262093,,
1630,6.103693008,,
1631,6.105853558,,
1632,6.10617733,,
1633,6.107336044,,
1634,6.107396126,,
1635,6.107020855,,
1636,6.106575012,,
1637,6.107072353,,
1638,6.10752964,,
1639,6.108920574,,
1640,6.110155106,,
1641,6.110902786,,
1642,6.111143112,,
1643,6.111879349,,
1644,6.112919807,,
1645,6.114586353,,
1646,6.1137743,,
1647,6.113621712,,
1648,6.113714695,,
1649,6.114614487,,
1650,6.115367889,,
1651,6.116087437,,
1652,6.115443707,,
1653,6.115042686,,
1654,6.115230083,,
1655,6.11551857,,
1656,6.115954399,,
1657,6.114177704,,
1658,6.114052773,,
1659,6.114621162,,
1660,6.114890099,,
1661,6.114891529,,
1662,6.115382671,,
1663,6.116783142,,
1664,6.117214203,,
1665,6.117631912,,
1666,6.119162083,,
1667,6.119353294,,
1668,6.119734764,,
1669,6.121159554,,
1670,6.119940758,,
1671,6.1208148,,
1672,6.12088871,,
1673,6.119157314,,
1674,6.119408607,,
1675,6.122673988,,
1676,6.121572971,,
1677,6.122973442,,
1678,6.123882294,,
1679,6.124192715,,
1680,6.124903202,,
1681,6.126357555,,
1682,6.127842903,,
1683,6.130239487,,
1684,6.130446434,,
1685,6.130879879,,
1686,6.131165504,,
1687,6.13184166,,
1688,6.132317066,,
1689,6.132555485,,
1690,6.132911205,,
1691,6.133342743,,
1692,6.133401871,,
1693,6.134185314,,
1694,6.134485722,,
1695,6.134321213,,
1696,6.135030746,,
1697,6.137099743,,
1698,6.139495373,,
1699,6.140068054,,
1700,6.140334606,,
1701,6.137591839,,
1702,6.137522221,,
1703,6.138151169,,
1704,6.138537884,,
1705,6.139797688,,
1706,6.142336845,,
1707,6.143970013,,
1708,6.143825531,,
1709,6.143763542,,
1710,6.142902851,,
1711,6.142697811,,
1712,6.142659187,,
1713,6.1431427,,
1714,6.143409729,,
1715,6.143616676,,
1716,6.143501282,,
1717,6.143321037,,
1718,6.144864559,,
1719,6.146649361,,
1720,6.146445751,,
1721,6.146383286,,
1722,6.146622181,,
1723,6.146054268,,
1724,6.14678669,,
1725,6.146526337,,
1726,6.146612167,,
1727,6.147301197,,
1728,6.145360947,,
1729,6.145169258,,
1730,6.145302773,,
1731,6.145479202,,
1732,6.145769119,,
1733,6.145906448,,
1734,6.14570713,,
1735,6.146055222,,
1736,6.147033215,,
1737,6.147328377,,
1738,6.149828434,,
1739,6.149995804,,
1740,6.149912834,,
1741,6.150100708,,
1742,6.149828911,,
1743,6.150327206,,
1744,6.150403023,,
1745,6.150303841,,
1746,6.150289059,,
1747,6.150354385,,
1748,6.150012016,,
1749,6.150774002,,
1750,6.151306629,,
1751,6.151781082,,
1752,6.152835846,,
1753,6.153721333,,
1754,6.153970242,,
1755,6.155405045,,
1756,6.155633926,,
1757,6.155581474,,
1758,6.155859947,,
1759,6.156742096,,
1760,6.159234047,,
1761,6.160142899,,
1762,6.161262989,,
1763,6.16138792,,
1764,6.162020206,,
1765,6.161922455,,
1766,6.162464142,,
1767,6.162648678,,
1768,6.163078308,,
1769,6.162283897,,
1770,6.162544727,,
1771,6.161894798,,
1772,6.16199255,,
1773,6.16211319,,
1774,6.161953449,,
1775,6.162487507,,
1776,6.162090302,,
1777,6.162820339,,
1778,6.163399696,,
1779,6.163560867,,
1780,6.163010597,,
1781,6.163267136,,
1782,6.164718628,,
1783,6.16492033,,
1784,6.165118217,,
1785,6.165295124,,
1786,6.16511631,,
1787,6.165516376,,
1788,6.165346146,,
1789,6.164543629,,
1790,6.164501667,,
1791,6.16432333,,
1792,6.16692543,,
1793,6.168010712,,
1794,6.167955875,,
1795,6.168864727,,
1796,6.169028282,,
1797,6.169541359,,
1798,6.170322418,,
1799,6.171064854,,
1800,6.171643257,,
1801,6.172306538,,
1802,6.172610283,,
1803,6.170008659,,
1804,6.169120789,,
1805,6.171117783,,
1806,6.172913551,,
1807,6.173028946,,
1808,6.173309803,,
1809,6.173278332,,
1810,6.173209667,,
1811,6.173554897,,
1812,6.173369884,,
1813,6.173169136,,
1814,6.174117565,,
1815,6.1737957,,
1816,6.173623085,,
1817,6.17357111,,
1818,6.173119068,,
1819,6.172494888,,
1820,6.173007965,,
1821,6.173306942,,
1822,6.174057961,,
1823,6.174073696,,
1824,6.170630932,,
1825,6.17012167,,
1826,6.169822693,,
1827,6.169826031,,
1828,6.170266151,,
1829,6.17061758,,
1830,6.171383858,,
1831,6.171519279,,
1832,6.170957565,,
1833,6.170672894,,
1834,6.171627998,,
1835,6.171282768,,
1836,6.172880173,,
1837,6.172453403,,
1838,6.171568394,,
1839,6.170517445,,
1840,6.169607639,,
1841,6.170153618,,
1842,6.170175076,,
1843,6.172711372,,
1844,6.172528267,,
1845,6.173294544,,
1846,6.173545837,,
1847,6.17648983,,
1848,6.176612377,,
1849,6.177303791,,
1850,6.17705822,,
1851,6.179579258,,
1852,6.179461479,,
1853,6.178965569,,
1854,6.179177284,,
1855,6.180708885,,
1856,6.180458069,,
1857,6.182079315,,
1858,6.185435295,,
1859,6.185983658,,
1860,6.186581612,,
1861,6.186632156,,
1862,6.18644619,,
1863,6.186353207,,
1864,6.186907291,,
1865,6.187849998,,
1866,6.189517021,,
1867,6.189814091,,
1868,6.189402103,,
1869,6.189981461,,
1870,6.190043449,,
1871,6.191151142,,
1872,6.191534042,,
1873,6.193864822,,
1874,6.194458008,,
1875,6.196681023,,
1876,6.198207855,,
1877,6.198590279,,
1878,6.20000267,,
1879,6.200345516,,
1880,6.200024605,,
1881,6.200842857,,
1882,6.200913429,,
1883,6.20095253,,
1884,6.200005531,,
1885,6.200654507,,
1886,6.200604916,,
1887,6.201004505,,
1888,6.201473713,,
1889,6.20185709,,
1890,6.202630043,,
1891,6.202461243,,
1892,6.203986168,,
1893,6.204192162,,
1894,6.204455376,,
1895,6.205684662,,
1896,6.205432892,,
1897,6.205952644,,
1898,6.20636797,,
1899,6.205953121,,
1900,6.205551147,,
1901,6.204440117,,
1902,6.204806805,,
1903,6.207014084,,
1904,6.207231045,,
1905,6.207094669,,
1906,6.208538055,,
1907,6.208618164,,
1908,6.208085537,,
1909,6.209204674,,
1910,6.20849514,,
1911,6.208897591,,
1912,6.208978176,,
1913,6.209751606,,
1914,6.209648132,,
1915,6.209205627,,
1916,6.210040569,,
1917,6.209565163,,
1918,6.210228443,,
1919,6.210875034,,
1920,6.210769176,,
1921,6.210811615,,
1922,6.210898399,,
1923,6.212292194,,
1924,6.212909222,,
1925,6.213618279,,
1926,6.21396637,,
1927,6.214042187,,
1928,6.214503288,,
1929,6.214882374,,
1930,6.215838909,,
1931,6.215146065,,
1932,6.215417862,,
1933,6.21541214,,
1934,6.214761734,,
1935,6.215273857,,
1936,6.216503143,,
1937,6.216353893,,
1938,6.217035294,,
1939,6.219779491,,
1940,6.219633579,,
1941,6.219629288,,
1942,6.220004082,,
1943,6.22016716,,
1944,6.220255852,,
1945,6.220877647,,
1946,6.221378326,,
1947,6.221580982,,
1948,6.222110748,,
1949,6.22200489,,
1950,6.221828938,,
1951,6.221630096,,
1952,6.221853256,,
1953,6.221811771,,
1954,6.22167778,,
1955,6.222879887,,
1956,6.223259449,,
1957,6.222331524,,
1958,6.221874237,,
1959,6.221831799,,
1960,6.221976757,,
1961,6.222304821,,
1962,6.221603394,,
1963,6.221532345,,
1964,6.222483635,,
1965,6.220901966,,
1966,6.221476555,,
1967,6.221500874,,
1968,6.221839905,,
1969,6.222052097,,
1970,6.222284317,,
1971,6.222556114,,
1972,6.222581387,,
1973,6.223024368,,
1974,6.223203659,,
1975,6.223566055,,
1976,6.223807335,,
1977,6.223879337,,
1978,6.223941326,,
1979,6.222986221,,
1980,6.223384857,,
1981,6.225236416,,
1982,6.225646019,,
1983,6.226703167,,
1984,6.22658205,,
1985,6.226529121,,
1986,6.226219654,,
1987,6.225776196,,
1988,6.226708889,,
1989,6.226511955,,
1990,6.226984501,,
1991,6.228267193,,
1992,6.229277611,,
1993,6.229371071,,
1994,6.229932308,,
1995,6.229604244,,
1996,6.229597092,,
1997,6.229315281,,
1998,6.230496407,,
1999,6.230897427,,
2000,6.231234074,,
2001,6.232140541,,
2002,6.231898785,,
2003,6.232419968,,
2004,6.232130051,,
2005,6.231843472,,
2006,6.232048988,,
2007,6.232978821,,
2008,6.233433247,,
2009,6.235046387,,
2010,6.235210419,,
2011,6.235609055,,
2012,6.235527992,,
2013,6.235787392,,
2014,6.234784603,,
2015,6.23448801,,
2016,6.235466957,,
2017,6.235226154,,
2018,6.237235546,,
2019,6.238166809,,
2020,6.238656044,,
2021,6.238833427,,
2022,6.238930225,,
2023,6.239120007,,
2024,6.239411354,,
2025,6.241250038,,
2026,6.2390728,,
2027,6.238764763,,
2028,6.239520073,,
2029,6.239846706,,
2030,6.240790844,,
2031,6.241261482,,
2032,6.240893364,,
2033,6.24163866,,
2034,6.241571903,,
2035,6.242025852,,
2036,6.243743896,,
2037,6.243640423,,
2038,6.244894028,,
2039,6.244636536,,
2040,6.243777752,,
2041,6.244271755,,
2042,6.246675491,,
2043,6.246868134,,
2044,6.247447491,,
2045,6.247267723,,
2046,6.246896744,,
2047,6.247278214,,
2048,6.247247696,,
2049,6.247685909,,
2050,6.247875214,,
2051,6.248794079,,
2052,6.249524117,,
2053,6.24953413,,
2054,6.249475956,,
2055,6.250339508,,
2056,6.250024796,,
2057,6.249727726,,
2058,6.250160217,,
2059,6.250479698,,
2060,6.250330448,,
2061,6.251375198,,
2062,6.251443386,,
2063,6.251767159,,
2064,6.251835346,,
2065,6.252966881,,
2066,6.253009796,,
2067,6.253525734,,
2068,6.254622936,,
2069,6.254143715,,
2070,6.254112244,,
2071,6.254386902,,
2072,6.255072117,,
2073,6.254353046,,
2074,6.254418373,,
2075,6.254952431,,
2076,6.255170822,,
2077,6.255205154,,
2078,6.255657673,,
2079,6.255805969,,
2080,6.255979061,,
2081,6.256402493,,
2082,6.257032394,,
2083,6.257258415,,
2084,6.257992744,,
2085,6.257664204,,
2086,6.257815361,,
2087,6.258431435,,
2088,6.256223679,,
2089,6.255628586,,
2090,6.25528574,,
2091,6.254628658,,
2092,6.255216122,,
2093,6.255490303,,
2094,6.256510258,,
2095,6.256520748,,
2096,6.257383347,,
2097,6.257196426,,
2098,6.25673008,,
2099,6.256467342,,
2100,6.256322861,,
2101,6.257622719,,
2102,6.257675171,,
2103,6.257722855,,
2104,6.257423401,,
2105,6.256496906,,
2106,6.256389618,,
2107,6.256809711,,
2108,6.256854057,,
2109,6.259009361,,
2110,6.25907135,,
2111,6.259145737,,
2112,6.259048462,,
2113,6.259656906,,
2114,6.259514332,,
2115,6.259858131,,
2116,6.259953976,,
2117,6.259489059,,
2118,6.256275177,,
2119,6.255444527,,
2120,6.25595808,,
2121,6.256811619,,
2122,6.256979465,,
2123,6.257281303,,
2124,6.256841183,,
2125,6.256568432,,
2126,6.256360054,,
2127,6.256031513,,
2128,6.25466156,,
2129,6.254758835,,
2130,6.254945278,,
2131,6.254179955,,
2132,6.254582405,,
2133,6.254249096,,
2134,6.254718304,,
2135,6.254583836,,
2136,6.254641056,,
2137,6.255001068,,
2138,6.256091118,,
2139,6.256114006,,
2140,6.255576611,,
2141,6.255660057,,
2142,6.256956577,,
2143,6.257937908,,
2144,6.257858276,,
2145,6.257989883,,
2146,6.257547855,,
2147,6.257685661,,
2148,6.258086205,,
2149,6.258708477,,
2150,6.259903908,,
2151,6.260622978,,
2152,6.260922432,,
2153,6.261441231,,
2154,6.262102127,,
2155,6.2624259,,
2156,6.264307976,,
2157,6.264356136,,
2158,6.263411522,,
2159,6.262651443,,
2160,6.26251173,,
2161,6.262523174,,
2162,6.261609554,,
2163,6.260901451,,
2164,6.261433125,,
2165,6.261548996,,
2166,6.262052536,,
2167,6.262985229,,
2168,6.262782574,,
2169,6.263174534,,
2170,6.262666702,,
2171,6.262841225,,
2172,6.262947083,,
2173,6.264259338,,
2174,6.264162064,,
2175,6.265733719,,
2176,6.265910625,,
2177,6.265773773,,
2178,6.266252041,,
2179,6.266267776,,
2180,6.2667799,,
2181,6.267457008,,
2182,6.267820358,,
2183,6.267903805,,
2184,6.268195152,,
2185,6.268368721,,
2186,6.269322395,,
2187,6.26837635,,
2188,6.269341469,,
2189,6.267930984,,
2190,6.267754555,,
2191,6.267805576,,
2192,6.267367363,,
2193,6.268318653,,
2194,6.270011902,,
2195,6.270216942,,
2196,6.270586491,,
2197,6.270144463,,
2198,6.269971848,,
2199,6.269922733,,
2200,6.269649029,,
2201,6.269583702,,
2202,6.270875454,,
2203,6.270714283,,
2204,6.271238327,,
2205,6.272769451,,
2206,6.274081707,,
2207,6.273496151,,
2208,6.273733616,,
2209,6.273890495,,
2210,6.273337364,,
2211,6.273381233,,
2212,6.273018837,,
2213,6.273125648,,
2214,6.273784161,,
2215,6.273252964,,
2216,6.273328781,,
2217,6.27331686,,
2218,6.273269653,,
2219,6.273088455,,
2220,6.273193836,,
2221,6.274873734,,
2222,6.274986744,,
2223,6.275244713,,
2224,6.275776386,,
2225,6.275938988,,
2226,6.275911808,,
2227,6.276655197,,
2228,6.277328014,,
2229,6.277493,,
2230,6.277476311,,
2231,6.277025223,,
2232,6.277500629,,
2233,6.277381897,,
2234,6.278347492,,
2235,6.278255939,,
2236,6.278087139,,
2237,6.27875042,,
2238,6.280195236,,
2239,6.280378819,,
2240,6.282371998,,
2241,6.282328606,,
2242,6.282756329,,
2243,6.282804489,,
2244,6.283937931,,
2245,6.284495354,,
2246,6.285149097,,
2247,6.285163879,,
2248,6.285522938,,
2249,6.286317348,,
2250,6.286424637,,
2251,6.284996986,,
2252,6.285275936,,
2253,6.285747528,,
2254,6.285957336,,
2255,6.285984039,,
2256,6.285679817,,
2257,6.286969662,,
2258,6.287559032,,
2259,6.288112164,,
2260,6.287753105,,
2261,6.287892342,,
2262,6.290230751,,
2263,6.290368557,,
2264,6.290503025,,
2265,6.290445328,,
2266,6.290316105,,
2267,6.291000366,,
2268,6.291650772,,
2269,6.29227829,,
2270,6.292586327,,
2271,6.293617725,,
2272,6.291217804,,
2273,6.292602062,,
2274,6.292749405,,
2275,6.293054581,,
2276,6.293592453,,
2277,6.294047832,,
2278,6.29375124,,
2279,6.294099331,,
2280,6.293923378,,
2281,6.294492722,,
2282,6.294865131,,
2283,6.295278549,,
2284,6.295189857,,
2285,6.295280933,,
2286,6.295222759,,
2287,6.295271873,,
2288,6.294810295,,
2289,6.296647072,,
2290,6.296848774,,
2291,6.297173977,,
2292,6.293494225,,
2293,6.293687344,,
2294,6.294002056,,
2295,6.293949604,,
2296,6.294166565,,
2297,6.29428196,,
2298,6.294013977,,
2299,6.29405117,,
2300,6.296422005,,
2301,6.29676199,,
2302,6.299544811,,
2303,6.299542427,,
2304,6.298202515,,
2305,6.297822952,,
2306,6.298038483,,
2307,6.298158646,,
2308,6.298876762,,
2309,6.29894352,,
2310,6.29887104,,
2311,6.299275398,,
2312,6.29936552,,
2313,6.300160885,,
2314,6.300209999,,
2315,6.300819874,,
2316,6.301063061,,
2317,6.300462723,,
2318,6.300768852,,
2319,6.30069685,,
2320,6.301056862,,
2321,6.301029205,,
2322,6.301785469,,
2323,6.30363369,,
2324,6.303672791,,
2325,6.303977489,,
2326,6.304348946,,
2327,6.3042593,,
2328,6.304039955,,
2329,6.304351807,,
2330,6.3045578,,
2331,6.304603577,,
2332,6.305150509,,
2333,6.305812836,,
2334,6.305613518,,
2335,6.305099487,,
2336,6.305226803,,
2337,6.305616379,,
2338,6.306401253,,
2339,6.307077885,,
2340,6.307480812,,
2341,6.307796001,,
2342,6.308206558,,
2343,6.308601379,,
2344,6.309309006,,
2345,6.309567928,,
2346,6.309645653,,
2347,6.308606625,,
2348,6.308739185,,
2349,6.309353828,,
2350,6.309062004,,
2351,6.309187412,,
2352,6.309597969,,
2353,6.309481144,,
2354,6.309370041,,
2355,6.312152386,,
2356,6.313473225,,
2357,6.313577652,,
2358,6.313594341,,
2359,6.313301563,,
2360,6.313612938,,
2361,6.313822746,,
2362,6.314840317,,
2363,6.314930916,,
2364,6.315095901,,
2365,6.314739704,,
2366,6.314860344,,
2367,6.314855099,,
2368,6.314860344,,
2369,6.315168858,,
2370,6.314924717,,
2371,6.314875126,,
2372,6.315093517,,
2373,6.314970016,,
2374,6.3152771,,
2375,6.315515041,,
2376,6.31604147,,
2377,6.315662384,,
2378,6.315472126,,
2379,6.315201759,,
2380,6.315359116,,
2381,6.315727711,,
2382,6.315523148,,
2383,6.315319061,,
2384,6.315505028,,
2385,6.31602478,,
2386,6.316205978,,
2387,6.317015171,,
2388,6.317016602,,
2389,6.317875862,,
2390,6.317837238,,
2391,6.317373753,,
2392,6.317090034,,
2393,6.316943169,,
2394,6.316435814,,
2395,6.316804886,,
2396,6.317364693,,
2397,6.317973137,,
2398,6.317884922,,
2399,6.318140507,,
2400,6.317903519,,
2401,6.317904949,,
2402,6.318125248,,
2403,6.319039822,,
2404,6.319138527,,
2405,6.319262028,,
2406,6.31895113,,
2407,6.318864822,,
2408,6.320212841,,
2409,6.320293903,,
2410,6.322387218,,
2411,6.322531223,,
2412,6.322651863,,
2413,6.322225094,,
2414,6.322372437,,
2415,6.323224068,,
2416,6.323581219,,
2417,6.323451042,,
2418,6.323338509,,
2419,6.323776245,,
2420,6.323652267,,
2421,6.322601318,,
2422,6.322147846,,
2423,6.322546482,,
2424,6.323223591,,
2425,6.324088573,,
2426,6.324118137,,
2427,6.32384634,,
2428,6.323672295,,
2429,6.323987484,,
2430,6.323066235,,
2431,6.323970795,,
2432,6.323883057,,
2433,6.323900223,,
2434,6.324306011,,
2435,6.325527191,,
2436,6.325732708,,
2437,6.32557106,,
2438,6.325504303,,
2439,6.325773716,,
2440,6.325403214,,
2441,6.325808048,,
2442,6.325759411,,
2443,6.325511932,,
2444,6.326108932,,
2445,6.326951981,,
2446,6.32683754,,
2447,6.326893806,,
2448,6.327003956,,
2449,6.325503826,,
2450,6.325335503,,
2451,6.325354576,,
2452,6.325554371,,
2453,6.325429916,,
2454,6.32531786,,
2455,6.325876236,,
2456,6.326190948,,
2457,6.326126099,,
2458,6.326048374,,
2459,6.326033115,,
2460,6.325768471,,
2461,6.325636864,,
2462,6.326041698,,
2463,6.327062607,,
2464,6.32711792,,
2465,6.326883316,,
2466,6.327038765,,
2467,6.327260017,,
2468,6.32753706,,
2469,6.327309132,,
2470,6.327292919,,
2471,6.327329636,,
2472,6.327700615,,
2473,6.327700138,,
2474,6.327630997,,
2475,6.32768631,,
2476,6.327758789,,
2477,6.328289986,,
2478,6.33064127,,
2479,6.331469059,,
2480,6.334023952,,
2481,6.334034443,,
2482,6.333255768,,
2483,6.333263397,,
2484,6.333362103,,
2485,6.333594799,,
2486,6.334659576,,
2487,6.334688187,,
2488,6.334060192,,
2489,6.334150791,,
2490,6.334385395,,
2491,6.335190773,,
2492,6.335186481,,
2493,6.335270882,,
2494,6.335134029,,
2495,6.335101604,,
2496,6.33499527,,
2497,6.335172653,,
2498,6.335227966,,
2499,6.336583614,,
2500,6.336236477,,
2501,6.336505413,,
2502,6.336956024,,
2503,6.336877346,,
2504,6.336776257,,
2505,6.33686018,,
2506,6.337123871,,
2507,6.337526321,,
2508,6.339745045,,
2509,6.340255737,,
2510,6.340393066,,
2511,6.339896202,,
2512,6.339831352,,
2513,6.339599133,,
2514,6.339887619,,
2515,6.339599133,,
2516,6.33985281,,
2517,6.341134548,,
2518,6.341392517,,
2519,6.341695309,,
2520,6.341904163,,
2521,6.342937946,,
2522,6.343570709,,
2523,6.343152523,,
2524,6.34335804,,
2525,6.344203949,,
2526,6.344357967,,
2527,6.34542942,,
2528,6.345197201,,
2529,6.345277309,,
2530,6.345440865,,
2531,6.345044613,,
2532,6.345106602,,
2533,6.345505714,,
2534,6.345311642,,
2535,6.34539938,,
2536,6.345770836,,
2537,6.342398643,,
2538,6.343278885,,
2539,6.343803883,,
2540,6.345509529,,
2541,6.345623493,,
2542,6.345952511,,
2543,6.346537113,,
2544,6.346457958,,
2545,6.346376896,,
2546,6.34649229,,
2547,6.3466115,,
2548,6.347364426,,
2549,6.34748745,,
2550,6.347427368,,
2551,6.347527504,,
2552,6.347588062,,
2553,6.347613335,,
2554,6.347824097,,
2555,6.348900795,,
2556,6.350290775,,
2557,6.350265026,,
2558,6.350373268,,
2559,6.350901604,,
2560,6.351401806,,
2561,6.351420403,,
2562,6.352432728,,
2563,6.352320194,,
2564,6.352834225,,
2565,6.352854729,,
2566,6.352967262,,
2567,6.352920055,,
2568,6.353041649,,
2569,6.35242033,,
2570,6.352798939,,
2571,6.352751255,,
2572,6.35397625,,
2573,6.354159832,,
2574,6.353809357,,
2575,6.353972912,,
2576,6.354902267,,
2577,6.355035305,,
2578,6.356108665,,
2579,6.355988503,,
2580,6.356210232,,
2581,6.356788635,,
2582,6.357484341,,
2583,6.358554363,,
2584,6.357917786,,
2585,6.358045101,,
2586,6.358381271,,
2587,6.359155178,,
2588,6.359043598,,
2589,6.359494209,,
2590,6.359627724,,
2591,6.3595891,,
2592,6.360283852,,
2593,6.360471249,,
2594,6.358505249,,
2595,6.358512402,,
2596,6.358352184,,
2597,6.360622883,,
2598,6.360928059,,
2599,6.361579418,,
2600,6.361558437,,
2601,6.361555099,,
2602,6.361762524,,
2603,6.362212658,,
2604,6.362485409,,
2605,6.362456799,,
2606,6.362271309,,
2607,6.362648964,,
2608,6.361648083,,
2609,6.362901211,,
2610,6.362885952,,
2611,6.363195419,,
2612,6.363357067,,
2613,6.36250639,,
2614,6.363396645,,
2615,6.363665104,,
2616,6.363435745,,
2617,6.363948345,,
2618,6.364052296,,
2619,6.363594055,,
2620,6.363833427,,
2621,6.364021778,,
2622,6.364925385,,
2623,6.364953518,,
2624,6.364940166,,
2625,6.36496067,,
2626,6.365132332,,
2627,6.36545229,,
2628,6.365704536,,
2629,6.365719795,,
2630,6.366449356,,
2631,6.36672163,,
