,obj_value,,
2632,6.366663933,,
2633,6.366784573,,
2634,6.36682415,,
2635,6.367171764,,
2636,6.367098331,,
2637,6.367589951,,
2638,6.367851257,,
2639,6.367919922,,
2640,6.367776871,,
2641,6.368110657,,
2642,6.368523121,,
2643,6.368632793,,
2644,6.370530128,,
2645,6.371284962,,
2646,6.371424675,,
2647,6.370877743,,
2648,6.371052265,,
2649,6.371542454,,
2650,6.370912075,,
2651,6.371379852,,
2652,6.371962547,,
2653,6.372134686,,
2654,6.371848106,,
2655,6.371765137,,
2656,6.37347126,,
2657,6.374772072,,
2658,6.374709606,,
2659,6.374566078,,
2660,6.374720573,,
2661,6.374886513,,
2662,6.374727726,,
2663,6.374866962,,
2664,6.374095917,,
2665,6.374240398,,
2666,6.37488699,,
2667,6.374804497,,
2668,6.375185013,,
2669,6.375025272,,
2670,6.375183582,,
2671,6.37541151,,
2672,6.375807762,,
2673,6.376201153,,
2674,6.37609005,,
2675,6.377567768,,
2676,6.37774992,,
2677,6.380493164,,
2678,6.380893707,,
2679,6.381102562,,
2680,6.380993366,,
2681,6.38088274,,
2682,6.380952835,,
2683,6.380886555,,
2684,6.381020069,,
2685,6.381095409,,
2686,6.381336212,,
2687,6.383953571,,
2688,6.382959843,,
2689,6.382759094,,
2690,6.38315773,,
2691,6.383275032,,
2692,6.383458614,,
2693,6.38418293,,
2694,6.384377003,,
2695,6.384337425,,
2696,6.384322643,,
2697,6.384920597,,
2698,6.385063648,,
2699,6.385093212,,
2700,6.385005474,,
2701,6.384619713,,
2702,6.385111809,,
2703,6.386201859,,
2704,6.38674736,,
2705,6.387061119,,
2706,6.387254238,,
2707,6.387096405,,
2708,6.387376785,,
2709,6.388087749,,
2710,6.388122559,,
2711,6.388047218,,
2712,6.388581276,,
2713,6.388725758,,
2714,6.388870716,,
2715,6.38924551,,
2716,6.389503479,,
2717,6.389646053,,
2718,6.388492584,,
2719,6.388454914,,
2720,6.388902187,,
2721,6.389458656,,
2722,6.38962841,,
2723,6.38954258,,
2724,6.389879704,,
2725,6.389347076,,
2726,6.389235497,,
2727,6.389293671,,
2728,6.389083385,,
2729,6.389082909,,
2730,6.389279842,,
2731,6.389464855,,
2732,6.389584541,,
2733,6.390781403,,
2734,6.39103508,,
2735,6.391066551,,
2736,6.390951157,,
2737,6.391181946,,
2738,6.391428947,,
2739,6.38847971,,
2740,6.388906956,,
2741,6.388638496,,
2742,6.388547421,,
2743,6.388694763,,
2744,6.38815546,,
2745,6.387577534,,
2746,6.387972355,,
2747,6.388634682,,
2748,6.38877964,,
2749,6.388868809,,
2750,6.389175415,,
2751,6.389243126,,
2752,6.389386177,,
2753,6.389487267,,
2754,6.389891624,,
2755,6.390210629,,
2756,6.39011097,,
2757,6.388187885,,
2758,6.388077736,,
2759,6.38825655,,
2760,6.388539314,,
2761,6.388240814,,
2762,6.388137817,,
2763,6.388420582,,
2764,6.388169765,,
2765,6.388771057,,
2766,6.388868332,,
2767,6.388881207,,
2768,6.388957024,,
2769,6.388716221,,
2770,6.386773586,,
2771,6.386627674,,
2772,6.385210514,,
2773,6.385868549,,
2774,6.385952473,,
2775,6.385559559,,
2776,6.385466576,,
2777,6.386687756,,
2778,6.387133121,,
2779,6.387542725,,
2780,6.387691498,,
2781,6.38612175,,
2782,6.38632679,,
2783,6.386194706,,
2784,6.386501789,,
2785,6.386967659,,
2786,6.386244297,,
2787,6.386271954,,
2788,6.386414528,,
2789,6.386787415,,
2790,6.387520313,,
2791,6.387794971,,
2792,6.388423443,,
2793,6.388522625,,
2794,6.388332367,,
2795,6.388255596,,
2796,6.388466835,,
2797,6.388153076,,
2798,6.38816452,,
2799,6.388163567,,
2800,6.387316227,,
2801,6.387373447,,
2802,6.387219429,,
2803,6.387399673,,
2804,6.387641907,,
2805,6.387259483,,
2806,6.387448788,,
2807,6.387270451,,
2808,6.387516975,,
2809,6.38804245,,
2810,6.388065338,,
2811,6.387368679,,
2812,6.387819767,,
2813,6.387934685,,
2814,6.388067722,,
2815,6.387873173,,
2816,6.387439728,,
2817,6.387084961,,
2818,6.388745308,,
2819,6.388794422,,
2820,6.388777733,,
2821,6.387220383,,
2822,6.387360573,,
2823,6.386337757,,
2824,6.386398315,,
2825,6.386275291,,
2826,6.384759426,,
2827,6.385037422,,
2828,6.386268139,,
2829,6.386096001,,
2830,6.385616302,,
2831,6.385637283,,
2832,6.38577795,,
2833,6.387291431,,
2834,6.387569904,,
2835,6.387784481,,
2836,6.388039589,,
2837,6.389152527,,
2838,6.389459133,,
2839,6.389455318,,
2840,6.389665127,,
2841,6.389448166,,
2842,6.389469624,,
2843,6.389642715,,
2844,6.38962841,,
2845,6.389598846,,
2846,6.3901124,,
2847,6.390099525,,
2848,6.389973164,,
2849,6.390287876,,
2850,6.389683723,,
2851,6.389668941,,
2852,6.39003849,,
2853,6.390423775,,
2854,6.390455723,,
2855,6.390340805,,
2856,6.390414238,,
2857,6.390303612,,
2858,6.390187263,,
2859,6.390246391,,
2860,6.390277863,,
2861,6.390350819,,
2862,6.390496254,,
2863,6.39002943,,
2864,6.389280319,,
2865,6.389819622,,
2866,6.389564991,,
2867,6.388869762,,
2868,6.389032841,,
2869,6.388941765,,
2870,6.38919878,,
2871,6.389282703,,
2872,6.389618874,,
2873,6.389881134,,
2874,6.389933586,,
2875,6.391007423,,
2876,6.390388012,,
2877,6.390843868,,
2878,6.391069889,,
2879,6.391508102,,
2880,6.391171455,,
2881,6.391223907,,
2882,6.391593456,,
2883,6.391620159,,
2884,6.391805172,,
2885,6.391717911,,
2886,6.391863823,,
2887,6.392254829,,
2888,6.392807007,,
2889,6.392707825,,
2890,6.392497063,,
2891,6.392457485,,
2892,6.3924613,,
2893,6.392816544,,
2894,6.392394543,,
2895,6.392474651,,
2896,6.392576218,,
2897,6.392457485,,
2898,6.392636299,,
2899,6.3933568,,
2900,6.392915726,,
2901,6.392609596,,
2902,6.392544746,,
2903,6.392613888,,
2904,6.392743111,,
2905,6.392755032,,
2906,6.393152714,,
2907,6.393285751,,
2908,6.392950058,,
2909,6.39335537,,
2910,6.392464638,,
2911,6.392283916,,
2912,6.391807556,,
2913,6.392221928,,
2914,6.39182806,,
2915,6.391898155,,
2916,6.391946316,,
2917,6.392159462,,
2918,6.393268108,,
2919,6.393843651,,
2920,6.393059254,,
2921,6.393349171,,
2922,6.393585682,,
2923,6.394135475,,
2924,6.394058228,,
2925,6.394193172,,
2926,6.394180775,,
2927,6.39472723,,
2928,6.39480114,,
2929,6.395903111,,
2930,6.397215843,,
2931,6.398151398,,
2932,6.398329258,,
2933,6.398143768,,
2934,6.398159027,,
2935,6.398508072,,
2936,6.397972107,,
2937,6.397853374,,
2938,6.397674084,,
2939,6.397849083,,
2940,6.397937775,,
2941,6.39770174,,
2942,6.398051739,,
2943,6.397711754,,
2944,6.397680283,,
2945,6.39749527,,
2946,6.397298813,,
2947,6.397870064,,
2948,6.398284912,,
2949,6.397948265,,
2950,6.397974491,,
2951,6.397557735,,
2952,6.397929192,,
2953,6.398193836,,
2954,6.398082733,,
2955,6.398058891,,
2956,6.397226334,,
2957,6.397422314,,
2958,6.397532463,,
2959,6.397829056,,
2960,6.397535324,,
2961,6.397270203,,
2962,6.397198677,,
2963,6.39705658,,
2964,6.397081375,,
2965,6.396933556,,
2966,6.39701128,,
2967,6.397190094,,
2968,6.397542953,,
2969,6.396640301,,
2970,6.396739006,,
2971,6.397099972,,
2972,6.396972179,,
2973,6.3954916,,
2974,6.394899845,,
2975,6.394897461,,
2976,6.394522667,,
2977,6.394293308,,
2978,6.394487381,,
2979,6.393977642,,
2980,6.39374876,,
2981,6.394156933,,
2982,6.394184113,,
2983,6.39407444,,
2984,6.394098282,,
2985,6.393817902,,
2986,6.393986702,,
2987,6.393304348,,
2988,6.392800808,,
2989,6.39288044,,
2990,6.392605305,,
2991,6.392547131,,
2992,6.392418861,,
2993,6.392789364,,
2994,6.39581871,,
2995,6.395629883,,
2996,6.396561623,,
2997,6.397367954,,
2998,6.397331238,,
2999,6.397325993,,
