,obj_value,violate
768,5.916447639,0.045185067
769,5.914877892,0.044760508
770,5.917061329,0.045270388
771,5.91906929,0.045531529
772,5.919674873,0.043765177
773,5.917899609,0.043544829
774,5.915667534,0.043740697
775,5.909952641,0.044283408
776,5.910328865,0.045272322
777,5.908774376,0.043563314
778,5.907166481,0.042853699
779,5.900924683,0.039986461
780,5.9058671,0.042492096
781,5.910185814,0.041900061
782,5.906707287,0.04211431
783,5.907799721,0.042585273
784,5.91546011,0.045237081
785,5.915213585,0.044655947
786,5.921563625,0.041982373
787,5.920678616,0.041464918
788,5.91827774,0.04170855
789,5.918663979,0.041324725
790,5.919971466,0.040410118
791,5.931015015,0.041538814
792,5.930667877,0.041722518
793,5.921984196,0.043180838
794,5.929127693,0.040622111
795,5.932513237,0.041651548
796,5.934110641,0.042283919
797,5.93590498,0.042533566
798,5.922023773,0.042199559
799,5.9211936,0.041739907
800,5.919683933,0.042922631
801,5.923102856,0.04115619
802,5.923650742,0.041429768
803,5.919711113,0.04147261
804,5.917010307,0.04212817
805,5.91840744,0.041796298
806,5.918718338,0.04202488
807,5.923418999,0.040932936
808,5.923144817,0.041887736
809,5.921585083,0.042101475
810,5.921657562,0.042307461
811,5.928367138,0.043507583
812,5.933899403,0.0422796
813,5.929348469,0.042860992
814,5.92778635,0.042916856
815,5.929402828,0.04220872
816,5.928843498,0.041833357
817,5.93040514,0.042127461
818,5.930215359,0.042280657
819,5.933101177,0.041110892
820,5.930202007,0.041512373
821,5.930923939,0.041357272
822,5.927900314,0.04142934
823,5.926486969,0.042905711
824,5.927935123,0.042498239
825,5.926751137,0.043412661
826,5.928650379,0.042407631
827,5.925942898,0.043230733
828,5.929985523,0.041180763
829,5.930057526,0.041351841
830,5.940060616,0.039029886
831,5.940924644,0.039921852
832,5.938335419,0.03830176
833,5.937618732,0.038347723
834,5.929501534,0.041851612
835,5.931974888,0.041140423
836,5.94255352,0.040369937
837,5.942106724,0.040860398
838,5.946439266,0.040376831
839,5.950791359,0.040332709
840,5.955770016,0.040232047
841,5.957110405,0.039474537
842,5.959528446,0.039724438
843,5.967316151,0.039388734
844,5.964884758,0.039940031
845,5.965950489,0.040445211
846,5.969370365,0.040922313
847,5.962856293,0.041331807
848,5.960571289,0.043138325
849,5.962048531,0.042209163
850,5.962813377,0.041745906
851,5.962552547,0.043264599
852,5.971747398,0.041840314
853,5.978955269,0.037704432
854,5.983852386,0.038758478
855,5.983649254,0.038807947
856,5.985897064,0.038100549
857,5.988521576,0.03911965
858,5.987215519,0.038892117
859,5.982964993,0.038199619
860,5.988646507,0.039718852
861,5.986780643,0.039773279
862,5.996053219,0.037581148
863,5.989112377,0.03772765
864,5.98372221,0.040556038
865,5.980473042,0.040456489
866,5.976840973,0.040193278
867,5.981396675,0.039174069
868,5.981099129,0.039438759
869,5.981686115,0.040648296
870,5.986510277,0.03935357
871,5.982923508,0.039996668
872,5.981788158,0.040379241
873,5.981996536,0.039767587
874,5.976137161,0.042361731
875,5.976112843,0.042803472
876,5.979880333,0.04278578
877,5.982767105,0.0409938
878,5.979383469,0.041240987
879,5.98203373,0.040368214
880,5.981070042,0.041549815
881,5.98319149,0.04046702
882,5.988575935,0.041181738
883,5.995380402,0.044912214
884,5.996963501,0.04573246
885,5.996601582,0.046486514
886,6.001504898,0.047537465
887,6.011688232,0.050119189
888,6.01368618,0.049366711
889,6.013592243,0.049960862
890,6.018302441,0.047348112
891,6.018083572,0.046799439
892,6.023114681,0.048174718
893,6.025932312,0.047550859
894,6.024648666,0.047363114
895,6.022119999,0.050543341
896,6.02212286,0.050276365
897,6.024720192,0.047950568
898,6.026566505,0.047832395
899,6.02586031,0.048309007
900,6.024077892,0.048555521
901,6.021268368,0.048724102
902,6.022423267,0.048343209
903,6.02362299,0.048797175
904,6.022096634,0.047537073
905,6.024609566,0.046946353
906,6.021297455,0.048831001
907,6.026551723,0.050699778
908,6.025914192,0.050643649
909,6.026370525,0.05110069
910,6.02492094,0.051246149
911,6.026911259,0.051824664
912,6.027784824,0.051186541
913,6.016992569,0.044650833
914,6.022693634,0.044314486
915,6.021181583,0.045181713
916,6.026394367,0.044773657
917,6.027324677,0.043439145
918,6.026250362,0.043496169
919,6.022634506,0.043624112
920,6.021103382,0.041152242
921,6.019712925,0.042013649
922,6.018245697,0.041774477
923,6.018508911,0.041562455
924,6.009010792,0.045652071
925,6.003282547,0.046087222
926,6.004371643,0.047221533
927,6.00052309,0.048540016
928,5.99776268,0.049134962
929,5.996297359,0.049219842
930,5.996568203,0.049494605
931,5.996567249,0.049522924
932,5.978041649,0.057215618
933,5.978513718,0.057841371
934,5.975384235,0.05712027
935,5.978627205,0.057184203
936,5.982791424,0.057247973
937,5.981042862,0.058602725
938,5.982977867,0.059015283
939,5.980602264,0.060045797
940,5.981669426,0.059842761
941,5.984082699,0.060686092
942,5.982946396,0.061410366
943,5.984830379,0.061432101
944,5.983556747,0.061536566
945,5.989679337,0.062408189
946,5.989013672,0.062385123
947,5.986275673,0.065096876
948,5.987246513,0.065773791
949,5.988806248,0.066172448
950,5.987584114,0.065865943
951,5.990909576,0.0610574
952,5.99403429,0.061617829
953,5.991633892,0.061414719
954,5.991858006,0.061737723
955,5.992842674,0.061604921
956,5.995204449,0.056428173
957,5.993600368,0.05543355
958,6.000492096,0.055098608
959,5.999403,0.055375921
960,6.000522614,0.055829449
961,6.007159233,0.051447078
962,6.007404804,0.050371342
963,6.002332687,0.053016821
964,6.005031109,0.052216054
965,6.008766174,0.051777789
966,6.012984753,0.050160627
967,6.015681267,0.05113247
968,6.013192177,0.051403506
969,6.012461662,0.051420588
970,6.003784657,0.051806489
971,6.006388664,0.049799629
972,6.004292011,0.050264565
973,6.014070511,0.049796884
974,6.012618065,0.049620306
975,6.01184845,0.04920699
976,6.01445055,0.047913688
977,6.015154362,0.04817842
978,6.011732101,0.049860827
979,6.012342453,0.049985258
980,6.010830879,0.050089229
981,6.01282692,0.04962241
982,6.01322794,0.049994024
983,6.012711048,0.050240398
984,6.013751984,0.049902284
985,6.012829781,0.051314952
986,6.014422417,0.052976129
987,6.027318001,0.050389674
988,6.031967163,0.050855418
989,6.030191422,0.050561891
990,6.030534744,0.050613627
991,6.025335789,0.050199618
992,6.023910522,0.050274812
993,6.021877766,0.050707893
994,6.02259016,0.051700206
995,6.029735565,0.052553954
996,6.026134014,0.053554572
