,obj_value
0,4.330082893371582
1,4.332991600036621
2,4.337799549102783
3,4.339760780334473
4,4.3418498039245605
5,4.346516132354736
6,4.34708833694458
7,4.348745346069336
8,4.351345539093018
9,4.351616859436035
10,4.352680206298828
11,4.356773853302002
12,4.361990928649902
13,4.360856056213379
14,4.360286712646484
15,4.352846145629883
16,4.3481669425964355
17,4.351890563964844
18,4.351372718811035
19,4.352082252502441
20,4.353816986083984
21,4.358409881591797
22,4.360273838043213
23,4.361947059631348
24,4.374638080596924
25,4.394772529602051
26,4.392685890197754
27,4.409610748291016
28,4.416674613952637
29,4.420090675354004
30,4.418957710266113
31,4.4268364906311035
32,4.428451061248779
33,4.436705589294434
34,4.439830780029297
35,4.447808742523193
36,4.472477436065674
37,4.466931343078613
38,4.474941730499268
39,4.453957557678223
40,4.449873447418213
41,4.4499831199646
42,4.447343826293945
43,4.456290245056152
44,4.47620153427124
45,4.473599433898926
46,4.479316234588623
47,4.477468967437744
48,4.472936153411865
49,4.469285488128662
50,4.474808216094971
51,4.481921672821045
52,4.482382297515869
53,4.475637435913086
54,4.494069576263428
55,4.509819030761719
56,4.502224445343018
57,4.5114569664001465
58,4.507426738739014
59,4.506709575653076
60,4.519850254058838
61,4.526368141174316
62,4.541802406311035
63,4.570008277893066
64,4.572086334228516
65,4.567751884460449
66,4.574089050292969
67,4.568984031677246
68,4.571705341339111
69,4.56758975982666
70,4.566648483276367
71,4.567564010620117
72,4.570121765136719
73,4.577940464019775
74,4.578822135925293
75,4.576859474182129
76,4.586666584014893
77,4.593980312347412
78,4.588451385498047
79,4.590729236602783
80,4.595262050628662
81,4.586537837982178
82,4.600829124450684
83,4.601790428161621
84,4.621930122375488
85,4.61548376083374
86,4.617580890655518
87,4.626562595367432
88,4.644355297088623
89,4.650394439697266
90,4.6523356437683105
91,4.659296989440918
92,4.656834125518799
93,4.657406806945801
94,4.673039436340332
95,4.67856502532959
96,4.68305778503418
97,4.679170608520508
98,4.6854939460754395
99,4.691266059875488
100,4.6948418617248535
101,4.691138744354248
102,4.6917829513549805
103,4.694869041442871
104,4.697705268859863
105,4.7048234939575195
106,4.689033508300781
107,4.6961283683776855
108,4.710625648498535
109,4.7097673416137695
110,4.715967178344727
111,4.7020487785339355
112,4.701254367828369
113,4.6996259689331055
114,4.699609756469727
115,4.7056732177734375
116,4.707176685333252
117,4.709911346435547
118,4.7033281326293945
119,4.748526573181152
120,4.740811347961426
121,4.749794006347656
122,4.751724720001221
123,4.751235485076904
124,4.754082202911377
125,4.75728702545166
126,4.754433631896973
127,4.754062652587891
128,4.749980449676514
129,4.772046089172363
130,4.775571346282959
131,4.771390438079834
132,4.778136253356934
133,4.77610445022583
134,4.7766876220703125
135,4.778420448303223
136,4.782720565795898
137,4.781680107116699
138,4.786428451538086
139,4.796208381652832
140,4.804155349731445
141,4.816190242767334
142,4.82158899307251
143,4.805220127105713
144,4.8163604736328125
145,4.822029113769531
146,4.820024013519287
147,4.827530384063721
148,4.833418369293213
149,4.837459087371826
150,4.837666034698486
151,4.821926593780518
152,4.814803123474121
153,4.821802616119385
154,4.829240322113037
155,4.823637962341309
156,4.817906379699707
157,4.803616523742676
158,4.817390441894531
159,4.82582426071167
160,4.833557605743408
161,4.842477798461914
162,4.824159145355225
163,4.828061103820801
164,4.825943946838379
165,4.833688735961914
166,4.835503101348877
167,4.8340301513671875
168,4.8403849601745605
169,4.850766181945801
170,4.84998083114624
171,4.851436138153076
172,4.8518829345703125
173,4.858509540557861
174,4.854296684265137
175,4.85129451751709
176,4.860241889953613
177,4.870550155639648
178,4.871875286102295
179,4.8711395263671875
180,4.876949310302734
181,4.881248474121094
182,4.874048709869385
183,4.870199203491211
184,4.867178916931152
185,4.87636137008667
186,4.877627372741699
187,4.8971428871154785
188,4.9007182121276855
189,4.87242317199707
190,4.879325866699219
191,4.880300998687744
192,4.8823161125183105
193,4.878203392028809
194,4.876791477203369
195,4.878634929656982
196,4.8780198097229
197,4.880398750305176
198,4.874512672424316
199,4.870877265930176
200,4.874902725219727
201,4.870809555053711
202,4.867132186889648
203,4.876867771148682
204,4.8585991859436035
205,4.866504669189453
206,4.864352226257324
207,4.866733074188232
208,4.883344650268555
209,4.893590450286865
210,4.893726348876953
211,4.896328449249268
212,4.897775173187256
213,4.901569366455078
214,4.903622627258301
215,4.92194128036499
216,4.9221649169921875
217,4.935725688934326
218,4.9728593826293945
219,4.973727226257324
220,4.975952625274658
221,4.9784698486328125
222,4.980185508728027
223,4.980035305023193
224,4.982548713684082
225,4.980257987976074
226,4.981902599334717
227,4.985753059387207
228,4.9868879318237305
229,4.988241195678711
230,4.989147186279297
231,4.979087829589844
232,4.981478691101074
233,4.979767799377441
234,4.984381198883057
235,4.992966175079346
236,4.994823455810547
237,4.9961771965026855
238,4.996392726898193
239,4.956800937652588
240,4.95803165435791
241,4.960071086883545
242,4.970335006713867
243,4.975358486175537
244,4.980982780456543
245,4.983640193939209
246,4.995294570922852
247,5.000093460083008
248,5.02104377746582
249,5.02170991897583
250,5.022403717041016
251,5.024201393127441
252,5.025053024291992
253,5.019677639007568
254,5.020814895629883
255,5.017999649047852
256,5.018322467803955
257,5.003181457519531
258,4.997063159942627
259,4.996115684509277
260,4.9871625900268555
261,4.988015174865723
262,4.986561298370361
263,5.012439250946045
264,4.994019985198975
265,4.995676040649414
266,4.998227119445801
267,4.999391555786133
268,5.001906871795654
269,4.989945888519287
270,4.989886283874512
271,4.996372699737549
272,5.0121989250183105
273,5.016266345977783
274,5.010773658752441
275,5.040475368499756
276,5.039581775665283
277,5.0356011390686035
278,5.036891937255859
279,5.031366348266602
280,5.031013011932373
281,5.028831481933594
282,5.033699989318848
283,5.031615734100342
284,5.02490758895874
285,5.032293796539307
286,5.039208889007568
287,5.042125225067139
288,5.039058208465576
289,5.036289215087891
290,5.045709609985352
291,5.06260871887207
292,5.066709041595459
293,5.067671298980713
294,5.068704605102539
295,5.069530487060547
296,5.073245525360107
297,5.072318077087402
298,5.087174892425537
299,5.101404666900635
300,5.094701766967773
301,5.107792854309082
302,5.115846633911133
303,5.1326494216918945
304,5.129368305206299
305,5.131086349487305
306,5.132606506347656
307,5.1325812339782715
308,5.1333770751953125
309,5.131560325622559
310,5.129183292388916
311,5.137235641479492
312,5.136542320251465
313,5.123427867889404
314,5.124875545501709
315,5.1345977783203125
316,5.1363348960876465
317,5.1409502029418945
318,5.144688606262207
319,5.151512145996094
320,5.150360584259033
321,5.163354396820068
322,5.172891616821289
323,5.171548366546631
324,5.163908004760742
325,5.1631927490234375
326,5.165121078491211
327,5.165572166442871
328,5.166942596435547
329,5.176801681518555
330,5.177802562713623
331,5.174503326416016
332,5.190993309020996
333,5.185197830200195
334,5.188648223876953
335,5.201286315917969
336,5.204836368560791
337,5.20432186126709
338,5.206976890563965
339,5.220873832702637
340,5.219341278076172
341,5.222476005554199
342,5.233314514160156
343,5.226557731628418
344,5.208685398101807
345,5.208622932434082
346,5.227900505065918
347,5.231210231781006
348,5.236525058746338
349,5.236886978149414
350,5.239978313446045
351,5.244195461273193
352,5.257808208465576
353,5.259921073913574
354,5.261514663696289
355,5.258547306060791
356,5.258919715881348
357,5.250514984130859
358,5.257112503051758
359,5.258821487426758
360,5.262890815734863
361,5.26669979095459
362,5.272420883178711
363,5.273354530334473
364,5.27247428894043
365,5.2679877281188965
366,5.27168083190918
367,5.272070407867432
368,5.32519006729126
369,5.330059051513672
370,5.3402204513549805
371,5.341229438781738
372,5.337681293487549
373,5.333574295043945
374,5.312568664550781
375,5.337233066558838
376,5.335826396942139
377,5.336817264556885
378,5.329455852508545
379,5.334253311157227
380,5.3305983543396
381,5.337833404541016
382,5.35407829284668
383,5.345930099487305
384,5.349272727966309
385,5.350326061248779
386,5.3557515144348145
387,5.352883338928223
388,5.347917079925537
389,5.349071502685547
390,5.344983100891113
391,5.346317291259766
392,5.334644794464111
393,5.329992294311523
394,5.32970666885376
395,5.331236362457275
396,5.332727909088135
397,5.3346099853515625
398,5.328594207763672
399,5.336294651031494
400,5.3352885246276855
401,5.341281414031982
402,5.341599464416504
403,5.339879512786865
404,5.347215175628662
405,5.341947555541992
406,5.3443121910095215
407,5.343560218811035
408,5.334322452545166
409,5.3349223136901855
410,5.295175552368164
411,5.296663761138916
412,5.294337749481201
413,5.295470237731934
414,5.291414260864258
415,5.292315483093262
416,5.2937774658203125
417,5.293156623840332
418,5.294040203094482
419,5.295670032501221
420,5.291954517364502
421,5.291916370391846
422,5.295087814331055
423,5.295314788818359
424,5.2963666915893555
425,5.297954082489014
426,5.29162073135376
427,5.285708427429199
428,5.2862396240234375
429,5.287888526916504
430,5.289796829223633
431,5.282812118530273
432,5.306474685668945
433,5.309943675994873
434,5.311668395996094
435,5.300821304321289
436,5.308979034423828
437,5.317092418670654
438,5.3190016746521
439,5.321620941162109
440,5.321695327758789
441,5.323225021362305
442,5.319155693054199
443,5.319653511047363
444,5.319457054138184
445,5.316632270812988
446,5.3271260261535645
447,5.327065467834473
448,5.330193996429443
449,5.331701278686523
450,5.327051162719727
451,5.3308916091918945
452,5.331669330596924
453,5.336748123168945
454,5.335519313812256
455,5.354615688323975
456,5.354222774505615
457,5.352814197540283
458,5.357292175292969
459,5.353524208068848
460,5.3503522872924805
461,5.346377849578857
462,5.34808349609375
463,5.356123924255371
464,5.372959136962891
465,5.37347936630249
466,5.371282577514648
467,5.3726701736450195
468,5.363297939300537
469,5.366209030151367
470,5.369424819946289
471,5.375969409942627
472,5.377633571624756
473,5.357919692993164
474,5.360075950622559
475,5.356637001037598
476,5.3513407707214355
477,5.3533406257629395
478,5.358203887939453
